broker_name,channel_type,performance_tier,business_segment,risk_level,sales_units,cancel_units,net_units,total_transactions,net_value,sales_value,cancel_value,cancel_rate_pct,sales_rate_pct,conversion_rate,avg_ticket_size,avg_sales_ticket,avg_cancel_ticket,revenue_per_transaction,share_of_total_value_pct,share_of_total_units_pct,share_of_sales_value_pct,revenue_rank,volume_rank,efficiency_rank,revenue_score,volume_score,quality_score,overall_performance_score,efficiency_vs_market,growth_potential
Broker 127,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,94456265.91,94456265.91,0.0,0.0,100.0,100.0,94456265.91,94456265.91,0.0,94456265.91,0.02,0.04,0.02,529,31,416,0.0,0.1,30.0,30.1,-49.0,Medium
Broker 55,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,93987234.94,93987234.94,0.0,0.0,100.0,100.0,46993617.47,46993617.47,0.0,46993617.47,0.02,0.08,0.02,530,30,542,0.0,0.2,30.0,30.2,-74.6,Medium
Broker 551,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,93853311.1,93853311.1,0.0,0.0,100.0,100.0,93853311.1,93853311.1,0.0,93853311.1,0.02,0.04,0.02,531,31,417,0.0,0.1,30.0,30.1,-49.3,Medium
Broker 367,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,91832301.33,91832301.33,0.0,0.0,100.0,100.0,91832301.33,91832301.33,0.0,91832301.33,0.02,0.04,0.02,532,31,419,0.0,0.1,30.0,30.1,-50.4,Medium
Broker 239,Broker,Basic,Emerging Partner,Excellent,0,5,-5,5,91204592.0,0.0,-91204592.0,0.0,0.0,0.0,0.0,0.0,-18240918.4,18240918.4,0.02,-0.19,0.0,533,37,619,0.0,-0.4,30.0,29.6,-100.0,Medium
Broker 392,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,90253862.31,90253862.31,0.0,0.0,100.0,100.0,45126931.16,45126931.16,0.0,45126931.16,0.02,0.08,0.02,534,30,550,0.0,0.2,30.0,30.2,-75.6,Medium
Broker 282,Broker,Basic,Emerging Partner,High Risk,1,1,0,2,88002818.3,18013896.67,-69988921.63,100.0,50.0,50.0,0.0,18013896.67,-69988921.63,44001409.15,0.02,0.0,0.0,535,32,619,0.0,0.0,22.5,22.5,-100.0,Very Low
Broker 426,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,87807571.81,87807571.81,0.0,0.0,100.0,100.0,87807571.81,87807571.81,0.0,87807571.81,0.02,0.04,0.02,536,31,426,0.0,0.1,30.0,30.1,-52.6,Medium
Broker 444,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,87727694.62,87727694.62,0.0,0.0,100.0,100.0,87727694.62,87727694.62,0.0,87727694.62,0.02,0.04,0.02,537,31,427,0.0,0.1,30.0,30.1,-52.6,Medium
Broker 605,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,87372175.97,87372175.97,0.0,0.0,100.0,100.0,87372175.97,87372175.97,0.0,87372175.97,0.02,0.04,0.02,538,31,428,0.0,0.1,30.0,30.1,-52.8,Medium
Broker 621,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,84492655.25,84492655.25,0.0,0.0,100.0,100.0,84492655.25,84492655.25,0.0,84492655.25,0.02,0.04,0.02,539,31,434,0.0,0.1,30.0,30.1,-54.3,Medium
Broker 312,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,84070946.09,84070946.09,0.0,0.0,100.0,100.0,84070946.09,84070946.09,0.0,84070946.09,0.02,0.04,0.02,540,31,435,0.0,0.1,30.0,30.1,-54.6,Medium
Broker 35,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,83758389.97,83758389.97,0.0,0.0,100.0,100.0,41879194.98,41879194.98,0.0,41879194.98,0.02,0.08,0.02,541,30,564,0.0,0.2,30.0,30.2,-77.4,Medium
Broker 411,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,82641245.06,82641245.06,0.0,0.0,100.0,100.0,82641245.06,82641245.06,0.0,82641245.06,0.02,0.04,0.02,542,31,437,0.0,0.1,30.0,30.1,-55.3,Medium
Broker 622,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,82263193.19,82263193.19,0.0,0.0,100.0,100.0,82263193.19,82263193.19,0.0,82263193.19,0.02,0.04,0.02,543,31,439,0.0,0.1,30.0,30.1,-55.6,Medium
Broker 642,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,82185287.17,82185287.17,0.0,0.0,100.0,100.0,82185287.17,82185287.17,0.0,82185287.17,0.02,0.04,0.02,544,31,441,0.0,0.1,30.0,30.1,-55.6,Medium
Broker 587,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,80667089.38,80667089.38,0.0,0.0,100.0,100.0,80667089.38,80667089.38,0.0,80667089.38,0.02,0.04,0.02,545,31,444,0.0,0.1,30.0,30.1,-56.4,Medium
Broker 619,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,78813780.45,78813780.45,0.0,0.0,100.0,100.0,78813780.45,78813780.45,0.0,78813780.45,0.02,0.04,0.02,546,31,447,0.0,0.1,30.0,30.1,-57.4,Medium
Broker 65,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,78556138.74000001,78556138.74000001,0.0,0.0,100.0,100.0,39278069.37,39278069.37,0.0,39278069.37,0.02,0.08,0.02,547,30,570,0.0,0.2,30.0,30.2,-78.8,Medium
Broker 421,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,78124649.63,78124649.63,0.0,0.0,100.0,100.0,78124649.63,78124649.63,0.0,78124649.63,0.02,0.04,0.02,548,31,448,0.0,0.1,30.0,30.1,-57.8,Medium
Broker 129,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,77743912.61,77743912.61,0.0,0.0,100.0,100.0,77743912.61,77743912.61,0.0,77743912.61,0.02,0.04,0.02,549,31,449,0.0,0.1,30.0,30.1,-58.0,Medium
Broker 30,Broker,Basic,Emerging Partner,High Risk,1,1,0,2,77567188.37,56662723.91,-20904464.46,100.0,50.0,50.0,0.0,56662723.91,-20904464.46,38783594.19,0.02,0.0,0.01,550,32,619,0.0,0.0,22.5,22.5,-100.0,Very Low
Broker 356,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,77044214.63,77044214.63,0.0,0.0,100.0,100.0,77044214.63,77044214.63,0.0,77044214.63,0.02,0.04,0.02,551,31,450,0.0,0.1,30.0,30.1,-58.4,Medium
Broker 6,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,76675838.83,76675838.83,0.0,0.0,100.0,100.0,76675838.83,76675838.83,0.0,76675838.83,0.02,0.04,0.02,552,31,451,0.0,0.1,30.0,30.1,-58.6,Medium
Broker 321,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,76328623.7,0.0,-76328623.7,0.0,0.0,0.0,0.0,0.0,-76328623.7,76328623.7,0.02,-0.04,0.0,553,33,619,0.0,-0.1,30.0,29.9,-100.0,Medium
Broker 306,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,75928667.29,75928667.29,0.0,0.0,100.0,100.0,75928667.29,75928667.29,0.0,75928667.29,0.02,0.04,0.02,554,31,452,0.0,0.1,30.0,30.1,-59.0,Medium
Broker 310,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,75763881.01,75763881.01,0.0,0.0,100.0,100.0,37881940.51,37881940.51,0.0,37881940.51,0.02,0.08,0.02,555,30,571,0.0,0.2,30.0,30.2,-79.5,Medium
Broker 174,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,75654778.66,0.0,-75654778.66,0.0,0.0,0.0,0.0,0.0,-75654778.66,75654778.66,0.02,-0.04,0.0,556,33,619,0.0,-0.1,30.0,29.9,-100.0,Medium
Broker 45,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,74904918.35,74904918.35,0.0,0.0,100.0,100.0,74904918.35,74904918.35,0.0,74904918.35,0.02,0.04,0.02,557,31,455,0.0,0.1,30.0,30.1,-59.5,Medium
Broker 324,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,74167623.57,0.0,-74167623.57,0.0,0.0,0.0,0.0,0.0,-74167623.57,74167623.57,0.02,-0.04,0.0,558,33,619,0.0,-0.1,30.0,29.9,-100.0,Medium
Broker 602,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,73891650.24,73891650.24,0.0,0.0,100.0,100.0,73891650.24,73891650.24,0.0,73891650.24,0.02,0.04,0.02,559,31,459,0.0,0.1,30.0,30.1,-60.1,Medium
Broker 181,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,73860679.52,73860679.52,0.0,0.0,100.0,100.0,36930339.76,36930339.76,0.0,36930339.76,0.02,0.08,0.02,560,30,573,0.0,0.2,30.0,30.2,-80.0,Medium
Broker 487,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,72655911.39,72655911.39,0.0,0.0,100.0,100.0,72655911.39,72655911.39,0.0,72655911.39,0.01,0.04,0.02,561,31,461,0.0,0.1,30.0,30.1,-60.7,Medium
Broker 336,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,72340436.14,72340436.14,0.0,0.0,100.0,100.0,72340436.14,72340436.14,0.0,72340436.14,0.01,0.04,0.02,562,31,463,0.0,0.1,30.0,30.1,-60.9,Medium
Broker 116,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,72042778.38,72042778.38,0.0,0.0,100.0,100.0,72042778.38,72042778.38,0.0,72042778.38,0.01,0.04,0.02,563,31,464,0.0,0.1,30.0,30.1,-61.1,Medium
Broker 675,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,71516346.7,0.0,-71516346.7,0.0,0.0,0.0,0.0,0.0,-71516346.7,71516346.7,0.01,-0.04,0.0,564,33,619,0.0,-0.1,30.0,29.9,-100.0,Medium
Broker 183,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,70959524.25,70959524.25,0.0,0.0,100.0,100.0,35479762.12,35479762.12,0.0,35479762.12,0.01,0.08,0.02,565,30,576,0.0,0.2,30.0,30.2,-80.8,Medium
Broker 674,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,70757863.85,0.0,-70757863.85,0.0,0.0,0.0,0.0,0.0,-70757863.85,70757863.85,0.01,-0.04,0.0,566,33,619,0.0,-0.1,30.0,29.9,-100.0,Medium
Broker 119,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,69882222.63,69882222.63,0.0,0.0,100.0,100.0,69882222.63,69882222.63,0.0,69882222.63,0.01,0.04,0.02,567,31,469,0.0,0.1,30.0,30.1,-62.2,Medium
Broker 365,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,69557811.46,69557811.46,0.0,0.0,100.0,100.0,69557811.46,69557811.46,0.0,69557811.46,0.01,0.04,0.02,568,31,470,0.0,0.1,30.0,30.1,-62.4,Medium
Broker 193,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,69119641.25,69119641.25,0.0,0.0,100.0,100.0,69119641.25,69119641.25,0.0,69119641.25,0.01,0.04,0.02,569,31,472,0.0,0.1,30.0,30.1,-62.7,Medium
Broker 465,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,67838958.82,67838958.82,0.0,0.0,100.0,100.0,67838958.82,67838958.82,0.0,67838958.82,0.01,0.04,0.02,570,31,476,0.0,0.1,30.0,30.1,-63.3,Medium
Broker 281,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,67273426.7,67273426.7,0.0,0.0,100.0,100.0,67273426.7,67273426.7,0.0,67273426.7,0.01,0.04,0.02,571,31,478,0.0,0.1,30.0,30.1,-63.7,Medium
Broker 188,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,66910413.91,66910413.91,0.0,0.0,100.0,100.0,66910413.91,66910413.91,0.0,66910413.91,0.01,0.04,0.01,572,31,480,0.0,0.1,30.0,30.1,-63.8,Medium
Broker 54,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,66364764.32,66364764.32,0.0,0.0,100.0,100.0,66364764.32,66364764.32,0.0,66364764.32,0.01,0.04,0.01,573,31,482,0.0,0.1,30.0,30.1,-64.1,Medium
Broker 153,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,66156737.75,66156737.75,0.0,0.0,100.0,100.0,66156737.75,66156737.75,0.0,66156737.75,0.01,0.04,0.01,574,31,484,0.0,0.1,30.0,30.1,-64.3,Medium
Broker 210,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,66140099.21,66140099.21,0.0,0.0,100.0,100.0,66140099.21,66140099.21,0.0,66140099.21,0.01,0.04,0.01,575,31,485,0.0,0.1,30.0,30.1,-64.3,Medium
Broker 462,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,65944357.15,65944357.15,0.0,0.0,100.0,100.0,65944357.15,65944357.15,0.0,65944357.15,0.01,0.04,0.01,576,31,486,0.0,0.1,30.0,30.1,-64.4,Medium
Broker 684,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,65492337.44,65492337.44,0.0,0.0,100.0,100.0,65492337.44,65492337.44,0.0,65492337.44,0.01,0.04,0.01,577,31,488,0.0,0.1,30.0,30.1,-64.6,Medium
Broker 377,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,65244647.3,65244647.3,0.0,0.0,100.0,100.0,65244647.3,65244647.3,0.0,65244647.3,0.01,0.04,0.01,578,31,489,0.0,0.1,30.0,30.1,-64.7,Medium
Broker 583,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,64766086.65,64766086.65,0.0,0.0,100.0,100.0,64766086.65,64766086.65,0.0,64766086.65,0.01,0.04,0.01,579,31,490,0.0,0.1,30.0,30.1,-65.0,Medium
Broker 235,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,64728477.78,64728477.78,0.0,0.0,100.0,100.0,32364238.89,32364238.89,0.0,32364238.89,0.01,0.08,0.01,580,30,583,0.0,0.2,30.0,30.2,-82.5,Medium
Broker 83,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,64639022.0,64639022.0,0.0,0.0,100.0,100.0,64639022.0,64639022.0,0.0,64639022.0,0.01,0.04,0.01,581,31,492,0.0,0.1,30.0,30.1,-65.1,Medium
Broker 311,Broker,Basic,Emerging Partner,Excellent,0,4,-4,4,64316071.44,0.0,-64316071.44,0.0,0.0,0.0,0.0,0.0,-16079017.86,16079017.86,0.01,-0.15,0.0,582,36,619,0.0,-0.3,30.0,29.7,-100.0,Medium
Broker 58,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,63589952.15,63589952.15,0.0,0.0,100.0,100.0,63589952.15,63589952.15,0.0,63589952.15,0.01,0.04,0.01,583,31,494,0.0,0.1,30.0,30.1,-65.6,Medium
Broker 186,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,62780757.39,62780757.39,0.0,0.0,100.0,100.0,62780757.39,62780757.39,0.0,62780757.39,0.01,0.04,0.01,584,31,496,0.0,0.1,30.0,30.1,-66.1,Medium
Broker 601,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,62695391.82,62695391.82,0.0,0.0,100.0,100.0,62695391.82,62695391.82,0.0,62695391.82,0.01,0.04,0.01,585,31,497,0.0,0.1,30.0,30.1,-66.1,Medium
Broker 420,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,61151211.06,61151211.06,0.0,0.0,100.0,100.0,61151211.06,61151211.06,0.0,61151211.06,0.01,0.04,0.01,586,31,499,0.0,0.1,30.0,30.1,-67.0,Medium
Broker 386,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,61120762.98,61120762.98,0.0,0.0,100.0,100.0,61120762.98,61120762.98,0.0,61120762.98,0.01,0.04,0.01,587,31,500,0.0,0.1,30.0,30.1,-67.0,Medium
Broker 512,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,61090112.85,61090112.85,0.0,0.0,100.0,100.0,61090112.85,61090112.85,0.0,61090112.85,0.01,0.04,0.01,588,31,501,0.0,0.1,30.0,30.1,-67.0,Medium
Broker 648,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,61060458.86,61060458.86,0.0,0.0,100.0,100.0,61060458.86,61060458.86,0.0,61060458.86,0.01,0.04,0.01,589,31,502,0.0,0.1,30.0,30.1,-67.0,Medium
Broker 38,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,60940100.86,0.0,-60940100.86,0.0,0.0,0.0,0.0,0.0,-60940100.86,60940100.86,0.01,-0.04,0.0,590,33,619,0.0,-0.1,30.0,29.9,-100.0,Medium
Broker 685,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,60326498.44,60326498.44,0.0,0.0,100.0,100.0,60326498.44,60326498.44,0.0,60326498.44,0.01,0.04,0.01,591,31,505,0.0,0.1,30.0,30.1,-67.4,Medium
Broker 305,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,59168136.14,59168136.14,0.0,0.0,100.0,100.0,59168136.14,59168136.14,0.0,59168136.14,0.01,0.04,0.01,592,31,510,0.0,0.1,30.0,30.1,-68.0,Medium
Broker 309,Broker,Basic,Emerging Partner,Excellent,0,2,-2,2,57617380.239999995,0.0,-57617380.239999995,0.0,0.0,0.0,0.0,0.0,-28808690.12,28808690.12,0.01,-0.08,0.0,593,34,619,0.0,-0.2,30.0,29.8,-100.0,Medium
Broker 337,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,57590197.43,57590197.43,0.0,0.0,100.0,100.0,57590197.43,57590197.43,0.0,57590197.43,0.01,0.04,0.01,594,31,513,0.0,0.1,30.0,30.1,-68.9,Medium
Broker 4,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,57508563.24,57508563.24,0.0,0.0,100.0,100.0,57508563.24,57508563.24,0.0,57508563.24,0.01,0.04,0.01,595,31,514,0.0,0.1,30.0,30.1,-68.9,Medium
Broker 651,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,55878679.67,55878679.67,0.0,0.0,100.0,100.0,55878679.67,55878679.67,0.0,55878679.67,0.01,0.04,0.01,596,31,515,0.0,0.1,30.0,30.1,-69.8,Medium
Broker 296,Broker,Basic,Emerging Partner,Excellent,0,2,-2,2,55782762.06,0.0,-55782762.06,0.0,0.0,0.0,0.0,0.0,-27891381.03,27891381.03,0.01,-0.08,0.0,597,34,619,0.0,-0.2,30.0,29.8,-100.0,Medium
Broker 87,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,55706921.58,55706921.58,0.0,0.0,100.0,100.0,55706921.58,55706921.58,0.0,55706921.58,0.01,0.04,0.01,598,31,517,0.0,0.1,30.0,30.1,-69.9,Medium
Broker 151,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,54972434.44,54972434.44,0.0,0.0,100.0,100.0,54972434.44,54972434.44,0.0,54972434.44,0.01,0.04,0.01,599,31,519,0.0,0.1,30.0,30.1,-70.3,Medium
Broker 313,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,54449056.89,54449056.89,0.0,0.0,100.0,100.0,27224528.45,27224528.45,0.0,27224528.45,0.01,0.08,0.01,600,30,597,0.0,0.2,30.0,30.2,-85.3,Medium
Broker 234,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,54291486.92,54291486.92,0.0,0.0,100.0,100.0,27145743.46,27145743.46,0.0,27145743.46,0.01,0.08,0.01,601,30,599,0.0,0.2,30.0,30.2,-85.3,Medium
Broker 152,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,53654271.73,53654271.73,0.0,0.0,100.0,100.0,53654271.73,53654271.73,0.0,53654271.73,0.01,0.04,0.01,602,31,524,0.0,0.1,30.0,30.1,-71.0,Medium
Broker 302,Broker,Basic,Emerging Partner,Excellent,0,2,-2,2,53575991.79000001,0.0,-53575991.79000001,0.0,0.0,0.0,0.0,0.0,-26787995.9,26787995.9,0.01,-0.08,0.0,603,34,619,0.0,-0.2,30.0,29.8,-100.0,Medium
Broker 658,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,53206498.58,53206498.58,0.0,0.0,100.0,100.0,53206498.58,53206498.58,0.0,53206498.58,0.01,0.04,0.01,604,31,525,0.0,0.1,30.0,30.1,-71.3,Medium
Broker 647,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,52116560.18,52116560.18,0.0,0.0,100.0,100.0,52116560.18,52116560.18,0.0,52116560.18,0.01,0.04,0.01,605,31,529,0.0,0.1,30.0,30.1,-71.8,Medium
Broker 190,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,52023475.53,52023475.53,0.0,0.0,100.0,100.0,52023475.53,52023475.53,0.0,52023475.53,0.01,0.04,0.01,606,31,530,0.0,0.1,30.0,30.1,-71.9,Medium
Broker 182,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,51720876.58,51720876.58,0.0,0.0,100.0,100.0,25860438.29,25860438.29,0.0,25860438.29,0.01,0.08,0.01,607,30,600,0.0,0.2,30.0,30.2,-86.0,Medium
Broker 147,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,51588994.72,51588994.72,0.0,0.0,100.0,100.0,51588994.72,51588994.72,0.0,51588994.72,0.01,0.04,0.01,608,31,532,0.0,0.1,30.0,30.1,-72.1,Medium
Broker 662,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,50800151.7,50800151.7,0.0,0.0,100.0,100.0,50800151.7,50800151.7,0.0,50800151.7,0.01,0.04,0.01,609,31,533,0.0,0.1,30.0,30.1,-72.6,Medium
Broker 184,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,49972478.62,49972478.62,0.0,0.0,100.0,100.0,49972478.62,49972478.62,0.0,49972478.62,0.01,0.04,0.01,610,31,535,0.0,0.1,30.0,30.1,-73.0,Medium
Broker 286,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,49577112.08,49577112.08,0.0,0.0,100.0,100.0,49577112.08,49577112.08,0.0,49577112.08,0.01,0.04,0.01,611,31,536,0.0,0.1,30.0,30.1,-73.2,Medium
Broker 205,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,49545433.68,49545433.68,0.0,0.0,100.0,100.0,24772716.84,24772716.84,0.0,24772716.84,0.01,0.08,0.01,612,30,602,0.0,0.2,30.0,30.2,-86.6,Medium
Broker 111,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,48291633.42,48291633.42,0.0,0.0,100.0,100.0,48291633.42,48291633.42,0.0,48291633.42,0.01,0.04,0.01,613,31,540,0.0,0.1,30.0,30.1,-73.9,Medium
Broker 42,Broker,Basic,Emerging Partner,Excellent,2,0,2,2,46468526.79000001,46468526.79000001,0.0,0.0,100.0,100.0,23234263.4,23234263.4,0.0,23234263.4,0.01,0.08,0.01,614,30,605,0.0,0.2,30.0,30.2,-87.4,Medium
Broker 194,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,46236861.44,46236861.44,0.0,0.0,100.0,100.0,46236861.44,46236861.44,0.0,46236861.44,0.01,0.04,0.01,615,31,543,0.0,0.1,30.0,30.1,-75.0,Medium
Broker 405,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,46128311.24,46128311.24,0.0,0.0,100.0,100.0,46128311.24,46128311.24,0.0,46128311.24,0.01,0.04,0.01,616,31,544,0.0,0.1,30.0,30.1,-75.1,Medium
Broker 683,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,45665406.22,45665406.22,0.0,0.0,100.0,100.0,45665406.22,45665406.22,0.0,45665406.22,0.01,0.04,0.01,617,31,545,0.0,0.1,30.0,30.1,-75.3,Medium
Broker 144,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,45582470.22,45582470.22,0.0,0.0,100.0,100.0,45582470.22,45582470.22,0.0,45582470.22,0.01,0.04,0.01,618,31,546,0.0,0.1,30.0,30.1,-75.4,Medium
Broker 326,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,45579033.58,45579033.58,0.0,0.0,100.0,100.0,45579033.58,45579033.58,0.0,45579033.58,0.01,0.04,0.01,619,31,547,0.0,0.1,30.0,30.1,-75.4,Medium
Broker 656,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,45467869.58,45467869.58,0.0,0.0,100.0,100.0,45467869.58,45467869.58,0.0,45467869.58,0.01,0.04,0.01,620,31,548,0.0,0.1,30.0,30.1,-75.4,Medium
Broker 679,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,45224197.02,45224197.02,0.0,0.0,100.0,100.0,45224197.02,45224197.02,0.0,45224197.02,0.01,0.04,0.01,621,31,549,0.0,0.1,30.0,30.1,-75.6,Medium
Broker 118,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,44659660.3,44659660.3,0.0,0.0,100.0,100.0,44659660.3,44659660.3,0.0,44659660.3,0.01,0.04,0.01,622,31,552,0.0,0.1,30.0,30.1,-75.9,Medium
Broker 298,Broker,Basic,Emerging Partner,Excellent,0,2,-2,2,44393667.62,0.0,-44393667.62,0.0,0.0,0.0,0.0,0.0,-22196833.81,22196833.81,0.01,-0.08,0.0,623,34,619,0.0,-0.2,30.0,29.8,-100.0,Medium
Broker 222,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,44227459.06,44227459.06,0.0,0.0,100.0,100.0,44227459.06,44227459.06,0.0,44227459.06,0.01,0.04,0.01,624,31,554,0.0,0.1,30.0,30.1,-76.1,Medium
Broker 659,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,44074905.71,44074905.71,0.0,0.0,100.0,100.0,44074905.71,44074905.71,0.0,44074905.71,0.01,0.04,0.01,625,31,555,0.0,0.1,30.0,30.1,-76.2,Medium
Broker 663,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,43281905.81,43281905.81,0.0,0.0,100.0,100.0,43281905.81,43281905.81,0.0,43281905.81,0.01,0.04,0.01,626,31,558,0.0,0.1,30.0,30.1,-76.6,Medium
Broker 236,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,43044442.65,43044442.65,0.0,0.0,100.0,100.0,43044442.65,43044442.65,0.0,43044442.65,0.01,0.04,0.01,627,31,559,0.0,0.1,30.0,30.1,-76.7,Medium
Broker 143,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,42740334.2,42740334.2,0.0,0.0,100.0,100.0,42740334.2,42740334.2,0.0,42740334.2,0.01,0.04,0.01,628,31,560,0.0,0.1,30.0,30.1,-76.9,Medium
Broker 196,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,42585242.13,42585242.13,0.0,0.0,100.0,100.0,42585242.13,42585242.13,0.0,42585242.13,0.01,0.04,0.01,629,31,561,0.0,0.1,30.0,30.1,-77.0,Medium
Broker 338,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,42541680.88,0.0,-42541680.88,0.0,0.0,0.0,0.0,0.0,-42541680.88,42541680.88,0.01,-0.04,0.0,630,33,619,0.0,-0.1,30.0,29.9,-100.0,Medium
Broker 342,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,42518572.35,0.0,-42518572.35,0.0,0.0,0.0,0.0,0.0,-42518572.35,42518572.35,0.01,-0.04,0.0,631,33,619,0.0,-0.1,30.0,29.9,-100.0,Medium
Broker 150,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,42043856.02,42043856.02,0.0,0.0,100.0,100.0,42043856.02,42043856.02,0.0,42043856.02,0.01,0.04,0.01,632,31,562,0.0,0.1,30.0,30.1,-77.3,Medium
Broker 8,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,41568646.33,41568646.33,0.0,0.0,100.0,100.0,41568646.33,41568646.33,0.0,41568646.33,0.01,0.04,0.01,633,31,565,0.0,0.1,30.0,30.1,-77.5,Medium
Broker 228,Broker,Basic,Emerging Partner,Excellent,0,1,-1,1,41557537.58,0.0,-41557537.58,0.0,0.0,0.0,0.0,0.0,-41557537.58,41557537.58,0.01,-0.04,0.0,634,33,619,0.0,-0.1,30.0,29.9,-100.0,Medium
Broker 333,Broker,Basic,Emerging Partner,Excellent,1,0,1,1,40986331.13,40986331.13,0.0,0.0,100.0,100.0,40986331.13,40986331.13,0.0,40986331.13,0.01,0.04,0.01,635,31,566,0.0,0.1,30.0,30.1,-77.9,Medium
